"GEOID","county","age_med","hh_income_med","ed_total","higher_ed","race_total","white","other_race","other_race_prop","other_race_min","higher_ed_prop","aging_q"
"36101","Steuben County, New York",43.3,60204,66171,16252,92599,84941,7658,0.0827006771131438,0,0.245606081213825,4
"36103","Suffolk County, New York",41.9,119838,1075415,433353,1525465,1008219,517246,0.339074315044921,0,0.402963507111208,3
"36105","Sullivan County, New York",41.6,63777,57705,16742,79658,56832,22826,0.286550001255367,0,0.290130837882333,3
"36109","Tompkins County, New York",32.4,74034,61939,37402,104777,80612,24165,0.230632677018811,0,0.603852177142027,1
"36111","Ulster County, New York",44.7,80372,134886,52688,182319,138422,43897,0.240770298213571,0,0.390611331049924,4
"36113","Warren County, New York",48.3,69865,49668,16561,65599,59580,6019,0.0917544474763335,0,0.333434001771765,4
"36117","Wayne County, New York",42.9,71079,66071,18309,91125,80882,10243,0.112406035665295,0,0.277110986665859,4
"36119","Westchester County, New York",42,108144,696693,365820,990427,520834,469593,0.474131864337301,0,0.52508063092352,4
"37001","Alamance County, North Carolina",38.8,59919,119350,31335,176353,106924,69429,0.393693330989549,0,0.262547130289066,2
"37019","Brunswick County, North Carolina",56.3,72820,123427,43257,153064,127117,25947,0.16951732608582,0,0.35046626751035,4
"37021","Buncombe County, North Carolina",42.1,68019,202603,93108,273589,224773,48816,0.178428226281027,0,0.459558841675592,4
"37023","Burke County, North Carolina",46.8,62267,65981,14313,87881,72592,15289,0.173973896519157,0,0.216926084781983,4
"37025","Cabarrus County, North Carolina",38,78857,157997,63682,235797,140056,95741,0.406031459263689,0,0.403058285916821,2
"37027","Caldwell County, North Carolina",45.7,51592,58333,12301,80492,69216,11276,0.140088455995627,0,0.21087549071709,4
"37031","Carteret County, North Carolina",50.5,66799,53751,19211,69380,60123,9257,0.133424618045546,0,0.357407304050157,4
"37035","Catawba County, North Carolina",41.7,62981,115082,29840,163462,122255,41207,0.252089170571754,0,0.259293373420691,3
"37037","Chatham County, North Carolina",48.3,77906,58580,28276,79864,57185,22679,0.283970249424021,0,0.482690337999317,4
"37045","Cleveland County, North Carolina",41.1,51470,69440,14386,100670,71560,29110,0.289162610509586,0,0.207171658986175,3
"37049","Craven County, North Carolina",39.3,63964,69000,19960,100874,66482,34392,0.340940182802308,0,0.289275362318841,2
"37051","Cumberland County, North Carolina",31.7,58110,209375,59130,336699,140602,196097,0.582410402169297,1,0.282411940298507,1
"37057","Davidson County, North Carolina",42,63741,121361,26091,172586,133588,38998,0.225962708446803,0,0.21498669259482,4
"37063","Durham County, North Carolina",36.1,80089,231307,126418,332680,146750,185930,0.558885415414212,1,0.546537718270524,1
"37067","Forsyth County, North Carolina",38.8,62319,262167,103347,389157,217820,171337,0.440277317380903,0,0.394202931719095,2
"37069","Franklin County, North Carolina",40.2,73182,51808,14525,74539,46804,27735,0.37208709534606,0,0.280362106238419,3
"37071","Gaston County, North Carolina",39.7,65615,163467,48731,234215,163591,70624,0.301534914501633,0,0.298109098472475,3
"37081","Guilford County, North Carolina",37.2,63475,361159,143588,546101,261553,284548,0.521053797740711,1,0.397575583053447,2
"37085","Harnett County, North Carolina",35.6,65778,91084,21576,138832,89347,49485,0.356437997003573,0,0.236880242413596,1
"37089","Henderson County, North Carolina",48.1,63552,89502,35416,118106,99272,18834,0.159466919546848,0,0.395700654733972,4
"37097","Iredell County, North Carolina",40.9,71943,137165,47387,195897,146509,49388,0.252112079306983,0,0.345474428607881,3
"37101","Johnston County, North Carolina",38.4,81725,158636,46964,234778,150420,84358,0.35930964570786,0,0.296048816157745,2
"37105","Lee County, North Carolina",36.9,56540,44477,10279,65476,40518,24958,0.381177836153705,0,0.231108213233806,1
"37109","Lincoln County, North Carolina",44.3,79003,66162,19888,93095,75946,17149,0.184209678285622,0,0.300595507995526,4
"37119","Mecklenburg County, North Carolina",35.5,80365,779742,388699,1145392,515144,630248,0.550246553145124,1,0.498496938731016,1
"37125","Moore County, North Carolina",42.3,85382,76554,30553,105531,83280,22251,0.210847997270944,0,0.399103900514669,4
"37127","Nash County, North Carolina",41.6,54175,67288,14815,95789,45398,50391,0.526062491517815,1,0.220172987754131,3
"37129","New Hanover County, North Carolina",40.1,70485,166758,74571,234921,181995,52926,0.225292757990984,0,0.447180944842226,3
"37133","Onslow County, North Carolina",27.6,62460,113391,32268,207298,141266,66032,0.3185365994848,0,0.284572849697066,1
"37135","Orange County, North Carolina",36,89291,92593,58659,150477,104818,45659,0.303428430922998,0,0.633514412536585,1
"37141","Pender County, North Carolina",42.2,76922,47102,15543,65737,49780,15957,0.242740009431523,0,0.329985987856142,4
"37147","Pitt County, North Carolina",33.1,57049,106189,38688,173542,92695,80847,0.465864171209275,0,0.364331522097392,1
"37151","Randolph County, North Carolina",41.6,55671,101979,19854,146043,114735,31308,0.214375218257636,0,0.194687141470303,3
"37155","Robeson County, North Carolina",36.7,38610,74653,12210,116663,28455,88208,0.756092334330507,1,0.163556722435803,1
"37157","Rockingham County, North Carolina",46.1,51310,65934,10528,91957,66436,25521,0.277531889905064,0,0.159674826341493,4
"37159","Rowan County, North Carolina",39.9,61311,103703,23375,149645,105976,43669,0.291817300945571,0,0.225403315236782,3
"37171","Surry County, North Carolina",43.8,44485,51154,8561,71403,59130,12273,0.171883534305281,0,0.167357391406342,4
"37179","Union County, North Carolina",39.4,94168,163081,61917,249070,170862,78208,0.314000080298711,0,0.379670225225501,2
"37183","Wake County, North Carolina",37.3,96806,800325,451801,1175021,688529,486492,0.414028345025323,0,0.564521912972855,2
"37191","Wayne County, North Carolina",37.9,55588,79276,14472,117286,59884,57402,0.489419026993844,0,0.182552096473081,2
"37193","Wilkes County, North Carolina",46.3,45508,47735,6967,65784,57197,8587,0.130533260367263,0,0.145951607834922,4
"37195","Wilson County, North Carolina",41.6,50267,53518,11890,78449,34412,44037,0.561345587579192,1,0.222168242460481,3
"38015","Burleigh County, North Dakota",38.4,81893,66937,24867,99280,86628,12652,0.127437550362611,0,0.371498573285328,2
"38017","Cass County, North Dakota",33,66747,121221,53916,192734,158947,33787,0.175303786565941,0,0.444774420273715,1
"38035","Grand Forks County, North Dakota",30.2,61972,42903,16757,72413,60403,12010,0.165854197450734,0,0.390578747406941,1
"38101","Ward County, North Dakota",33.6,73787,44415,12015,68870,56084,12786,0.185654130971395,0,0.270516717325228,1
"39003","Allen County, Ohio",39.8,59880,67774,13523,101115,82248,18867,0.186589526776443,0,0.199530793519639,3
"39007","Ashtabula County, Ohio",42.2,51737,67951,10762,97014,86631,10383,0.107025790092152,0,0.158378831805271,4
"39013","Belmont County, Ohio",43.8,56422,48051,10141,65509,59722,5787,0.0883390068540201,0,0.211046596324738,4
"39017","Butler County, Ohio",37.2,74581,253568,84311,388420,296089,92331,0.237709180783688,0,0.332498580262494,2
"39023","Clark County, Ohio",41.1,56132,93343,19106,134831,112248,22583,0.167491155594782,0,0.204685943241593,3
"39025","Clermont County, Ohio",40.7,78010,147689,45280,210805,192560,18245,0.0865491805222836,0,0.306590199676347,3
"39029","Columbiana County, Ohio",44.7,53095,72930,11695,100511,93181,7330,0.0729273412860284,0,0.160359248594543,4
"39035","Cuyahoga County, Ohio",40.5,60736,881495,332211,1236041,717094,518947,0.419846105428542,0,0.376872245446656,3
"39041","Delaware County, Ohio",40.9,119030,152078,86516,226296,179609,46687,0.206309435429703,0,0.568892278962112,3
"39043","Erie County, Ohio",46.1,69296,53652,14942,74501,61235,13266,0.178064723963437,0,0.278498471631999,4
"39045","Fairfield County, Ohio",39.6,82486,111154,33146,162898,132623,30275,0.185852496654348,0,0.298198895226443,3
"39049","Franklin County, Ohio",34.9,69681,889546,376652,1321820,786964,534856,0.404636032137507,0,0.423420486405425,1
"39055","Geauga County, Ohio",44.7,102350,66797,28895,95469,88643,6826,0.0714996491007552,0,0.432579307453928,4
"39057","Greene County, Ohio",39,82602,114430,46479,168456,139742,28714,0.170454005793798,0,0.406178449707245,2
"39061","Hamilton County, Ohio",37,66878,561054,234411,825037,526208,298829,0.362200725543218,0,0.417804703290592,1
"39063","Hancock County, Ohio",39.9,71377,51720,17236,74861,66143,8718,0.116455831474332,0,0.333255993812838,3
"39085","Lake County, Ohio",44.4,75615,168592,55580,231842,198151,33691,0.145318794696388,0,0.329671633292208,4
"39089","Licking County, Ohio",40.5,76654,123947,38487,181359,152838,28521,0.157262666865168,0,0.310511750990343,3
"39093","Lorain County, Ohio",42.7,66330,221436,66647,316268,246156,70112,0.221685406048035,0,0.300976354341661,4
"39095","Lucas County, Ohio",38.6,57736,290548,87915,426643,287853,138790,0.325307106878585,0,0.302583394137974,2
"39099","Mahoning County, Ohio",43.7,54473,160136,47434,225636,168960,56676,0.251183321810349,0,0.296210720887246,4
"39101","Marion County, Ohio",39.7,56707,45516,7607,64642,55657,8985,0.138996318183225,0,0.167128042886018,3
"39103","Medina County, Ohio",43.4,87796,130825,47398,183512,167013,16499,0.0899069270674397,0,0.362300783489394,4
"39109","Miami County, Ohio",42.4,71457,77072,21921,110247,100055,10192,0.0924469600079821,0,0.284422358314304,4
"39113","Montgomery County, Ohio",39.1,62728,367909,121062,533892,368652,165240,0.309500797914185,0,0.329054195466814,2
"39119","Muskingum County, Ohio",40.4,58326,59167,13227,86113,77922,8191,0.0951192038368191,0,0.223553670120168,3
"39133","Portage County, Ohio",40.2,72964,108007,39354,161745,141389,20356,0.125852422022319,0,0.364365272621219,3
"39139","Richland County, Ohio",40.7,53047,87500,15693,125319,106891,18428,0.147048731636863,0,0.179348571428571,3
"39141","Ross County, Ohio",41.5,60157,54939,9052,76606,66981,9625,0.12564290003394,0,0.164764557054187,3
"39145","Scioto County, Ohio",41.7,46606,50635,10886,72194,NA,NA,NA,NA,0.214989631677693,3
"39151","Stark County, Ohio",41.5,64582,261722,67284,372657,316745,55912,0.150036092170548,0,0.257081941907826,3
"39153","Summit County, Ohio",41.5,65763,381824,141081,535882,400046,135836,0.253481176826242,0,0.369492226785116,3
"39155","Trumbull County, Ohio",43.7,53220,143665,30623,200643,171469,29174,0.145402530863275,0,0.213155605053423,4
"39157","Tuscarawas County, Ohio",41.9,58588,63720,13576,91937,86394,5543,0.0602912864243993,0,0.213057124921532,3
"39159","Union County, Ohio",39.4,104195,45815,19142,66898,57234,9664,0.144458728213101,0,0.417810760667904,2
"39165","Warren County, Ohio",39.9,104066,171260,78040,249778,207568,42210,0.1689900631761,0,0.455681420063062,3
"39169","Wayne County, Ohio",38.9,69876,77350,19475,116559,108052,8507,0.0729844971216294,0,0.251777634130575,2
"39173","Wood County, Ohio",37,65458,83791,30234,131592,114708,16884,0.12830567207733,0,0.360826341731212,1
"40017","Canadian County, Oklahoma",36.4,80904,110736,36069,169149,125308,43841,0.259185688357602,0,0.325720632856524,1
"40027","Cleveland County, Oklahoma",35.4,70422,192912,69891,299587,210485,89102,0.29741610951076,0,0.362294725055984,1
"40031","Comanche County, Oklahoma",33.7,55285,79134,19807,123046,70931,52115,0.423540789623393,0,0.250296964642252,1
"40037","Creek County, Oklahoma",40.3,56756,49938,10219,72699,55230,17469,0.240292163578591,0,0.204633745844848,3
"40101","Muskogee County, Oklahoma",37.9,54070,44163,8734,66354,36845,29509,0.444720740271875,0,0.197767361818717,2
"40109","Oklahoma County, Oklahoma",35.3,61446,524289,187002,802559,453560,348999,0.434857748776102,0,0.356677328725188,1
"40119","Payne County, Oklahoma",27.7,45684,45152,18134,82794,63112,19682,0.237722540280697,0,0.401621190644933,1
"40125","Pottawatomie County, Oklahoma",38.8,50583,48876,9649,73533,52407,21126,0.287299579780507,0,0.197417955642851,2
"40131","Rogers County, Oklahoma",38.9,71817,67385,17110,98836,69938,28898,0.292383342102068,0,0.2539140758329,2
"40143","Tulsa County, Oklahoma",36.3,63332,446485,155219,677358,414532,262826,0.388016381293201,0,0.347646617467552,1
"40145","Wagoner County, Oklahoma",38.8,73199,59773,16582,86644,60055,26589,0.30687641383131,0,0.277416224716845,2
"41003","Benton County, Oregon",34.5,68524,60509,33756,97630,79548,18082,0.185209464304005,0,0.557867424680626,1
"41005","Clackamas County, Oregon",42.4,97419,305468,122470,423177,335766,87411,0.206558957599302,0,0.400925792554376,4
"41017","Deschutes County, Oregon",43.6,82052,153292,68702,206549,183012,23537,0.113953589705106,0,0.448177334759805,4
"41019","Douglas County, Oregon",46.4,54387,83872,15727,112297,96155,16142,0.143743822185811,0,0.187511922930179,4
"41029","Jackson County, Oregon",42.9,69152,159606,48269,221644,176511,45133,0.203628340943134,0,0.302425973960879,4
"41033","Josephine County, Oregon",47.8,53838,66721,14198,87730,75123,12607,0.143702268323265,0,0.212796570794802,4
"41035","Klamath County, Oregon",39.9,53923,49806,9772,70212,54239,15973,0.227496724206688,0,0.196201260892262,3
"41039","Lane County, Oregon",40.7,64069,266272,94153,382353,310635,71718,0.187570124989212,0,0.35359707366903,3
"41043","Linn County, Oregon",40.3,67009,92791,18883,130467,108534,21933,0.168111476465313,0,0.203500339472578,3
"41047","Marion County, Oregon",37.5,71022,233879,60563,346703,224613,122090,0.35214578472064,0,0.258950140884816,2
"41051","Multnomah County, Oregon",38.8,79909,593654,282188,795083,539211,255872,0.321817973720983,0,0.47534085511089,2
"41053","Polk County, Oregon",37.7,77368,60459,20534,89614,68314,21300,0.237686075836365,0,0.339635124629914,2
"41059","Umatilla County, Oregon",37.4,77006,54107,10726,80215,53614,26601,0.331621267842673,0,0.198236827027926,2
"41067","Washington County, Oregon",38.2,98906,424015,196453,600176,381081,219095,0.365051251632854,0,0.463316156268057,2
"41071","Yamhill County, Oregon",39.4,77267,75347,24184,108226,82899,25327,0.234019551678894,0,0.320968319906566,2
"42001","Adams County, Pennsylvania",44.5,76727,74389,18049,106027,94677,11350,0.107048204702576,0,0.242629958730457,4
"42003","Allegheny County, Pennsylvania",40.7,72031,895920,401562,1233253,942101,291152,0.236084566589337,0,0.4482118939191,3
"42005","Armstrong County, Pennsylvania",47.1,57500,48310,7596,64747,61073,3674,0.0567439418042535,0,0.157234527013041,4
"42007","Beaver County, Pennsylvania",45,67350,122124,34564,165677,144935,20742,0.125195410346638,0,0.283023811863352,4
"42011","Berks County, Pennsylvania",39.9,72070,295038,80567,430449,299845,130604,0.303413412506476,0,0.273073299032667,3
"42013","Blair County, Pennsylvania",43.2,58022,86339,19453,121032,111296,9736,0.0804415361226783,0,0.225309535667543,4
"42017","Bucks County, Pennsylvania",44.5,105398,467118,204536,645054,522495,122559,0.189998046675162,0,0.437867947713426,4
"42019","Butler County, Pennsylvania",43.6,81353,141915,54363,197300,184079,13221,0.0670096300050684,0,0.383067329034986,4
"42021","Cambria County, Pennsylvania",45.7,54905,94252,21988,131441,119069,12372,0.0941258815742424,0,0.233289479268344,4
"42025","Carbon County, Pennsylvania",46.8,64456,48947,9117,65460,58306,7154,0.109288114879316,0,0.186262692299835,4
"42027","Centre County, Pennsylvania",33.5,66602,96752,44498,158425,134540,23885,0.150765346378412,0,0.459918141227055,1
"42029","Chester County, Pennsylvania",40.8,117232,377779,214000,545823,424549,121274,0.222185580307169,0,0.566468755542262,3
"42033","Clearfield County, Pennsylvania",45.5,60228,58015,11337,77904,72271,5633,0.0723069418771822,0,0.195414978884771,4
"42039","Crawford County, Pennsylvania",43.7,54497,58528,13039,82670,75950,6720,0.0812870448772227,0,0.222782258064516,4
"42041","Cumberland County, Pennsylvania",39.4,80926,185593,74669,268579,219266,49313,0.183607057886134,0,0.402326596369475,2
"42043","Dauphin County, Pennsylvania",39.1,67424,201533,72471,288800,184683,104117,0.360515927977839,0,0.359598676147331,2
"42045","Delaware County, Pennsylvania",39.4,83960,391674,163537,575182,364779,210403,0.365802476433546,0,0.417533458948003,2
"42049","Erie County, Pennsylvania",40.4,56094,186013,58297,267689,220440,47249,0.176507066035586,0,0.313402826684156,3
"42051","Fayette County, Pennsylvania",45.5,51776,93091,19227,125755,109792,15963,0.126937298715757,0,0.20653983736344,4
"42055","Franklin County, Pennsylvania",42.7,74002,111211,27219,156902,135910,20992,0.13379051892264,0,0.244750968878978,4
"42063","Indiana County, Pennsylvania",41.1,52361,54310,13628,82957,76600,6357,0.0766300613570886,0,0.250929847173633,3
"42069","Lackawanna County, Pennsylvania",41.7,61372,151185,47204,215615,174508,41107,0.190650001159474,0,0.312226742070973,3
"42071","Lancaster County, Pennsylvania",39.4,82691,379007,123494,556629,451805,104824,0.188319329391749,0,0.325835670581282,2
"42073","Lawrence County, Pennsylvania",44.2,58908,60628,15393,84849,76904,7945,0.0936369314900588,0,0.253892590882101,4
"42075","Lebanon County, Pennsylvania",42.3,68467,99863,25645,144011,116108,27903,0.193756032525293,0,0.256801818491333,4
"42077","Lehigh County, Pennsylvania",39.3,72530,258605,88807,376317,231689,144628,0.384324917556209,0,0.343407900079271,2
"42079","Luzerne County, Pennsylvania",42.3,59603,232117,58198,326369,244005,82364,0.252364654731301,0,0.25072700405399,4
"42081","Lycoming County, Pennsylvania",42,62516,80235,19765,113104,100530,12574,0.11117201867308,0,0.246338879541347,4
"42085","Mercer County, Pennsylvania",44.7,57618,78496,21308,109220,95407,13813,0.126469511078557,0,0.271453322462291,4
"42089","Monroe County, Pennsylvania",44.1,81580,120922,35347,167198,103696,63502,0.379801193794184,0,0.292312399728751,4
"42091","Montgomery County, Pennsylvania",41.1,106811,612393,326464,864683,634704,229979,0.265969147074708,0,0.533095577513133,3
"42095","Northampton County, Pennsylvania",41.6,74696,222316,70085,318526,235713,82813,0.259988195626103,0,0.315249464725886,3
"42097","Northumberland County, Pennsylvania",45.1,58987,67377,12935,90133,80946,9187,0.101927152097456,0,0.191979458865785,4
"42101","Philadelphia County, Pennsylvania",35.1,56517,1076190,390174,1567258,541855,1025403,0.654265602727821,1,0.362551222367798,1
"42107","Schuylkill County, Pennsylvania",44.1,64160,104585,20420,143104,124912,18192,0.127124329159213,0,0.195247884495865,4
"42111","Somerset County, Pennsylvania",47.6,48438,54419,9728,72710,69020,3690,0.050749553018842,0,0.178761094470681,4
"42125","Washington County, Pennsylvania",44.4,70303,152457,51091,210383,188672,21711,0.103197501699282,0,0.335117442951127,4
"42129","Westmoreland County, Pennsylvania",47.4,71363,262804,85919,352057,322879,29178,0.0828786247681483,0,0.326931857962588,4
"42133","York County, Pennsylvania",41.1,80130,322939,88197,461058,377312,83746,0.181638752608132,0,0.27310730509477,3
"44003","Kent County, Rhode Island",43.5,85395,128399,44779,171275,147216,24059,0.140470004378923,0,0.348748822031324,4
"44005","Newport County, Rhode Island",47.3,93334,63865,35632,84481,70078,14403,0.170488038730602,0,0.557926877006185,4
"44007","Providence County, Rhode Island",37.8,75293,458224,156936,657288,392540,264748,0.402788427599469,0,0.342487517022242,2
"44009","Washington County, Rhode Island",45.8,100459,92169,51802,130330,116090,14240,0.109261106422159,0,0.562032787596697,4
"45003","Aiken County, South Carolina",43.3,68473,126234,38865,174150,114699,59451,0.341378122308355,0,0.307880602690242,4
"45007","Anderson County, South Carolina",41,62720,144672,37302,209581,162269,47312,0.225745654424781,0,0.257838420703384,3
"45013","Beaufort County, South Carolina",48.4,83323,141265,65714,196371,137804,58567,0.298246686119641,0,0.465182458499982,4
"45015","Berkeley County, South Carolina",37.1,80185,163347,52681,245117,154076,91041,0.371418547061199,0,0.322509749184252,2
"45019","Charleston County, South Carolina",39.5,80401,302242,151168,419279,277553,141726,0.338023130183005,0,0.500155504529483,2
"45035","Dorchester County, South Carolina",37.6,73791,112365,31528,166133,103859,62274,0.374844251292639,0,0.280585591598807,2
"45041","Florence County, South Carolina",38.9,49527,92305,23038,136721,67984,68737,0.502753783252024,1,0.24958561291371,2
"45045","Greenville County, South Carolina",38.5,71728,376965,157744,547950,372163,175787,0.320808467925906,0,0.41845794702426,2
"45047","Greenwood County, South Carolina",40,47052,46690,11457,69267,42027,27240,0.393260860149855,0,0.245384450631827,3
"45051","Horry County, South Carolina",48.9,61063,288791,79753,383101,294673,88428,0.230821637113973,0,0.276161653237116,4
"45055","Kershaw County, South Carolina",42.3,58684,46937,10307,67751,44801,22950,0.338740387595755,0,0.219592219357863,4
"45057","Lancaster County, South Carolina",41.8,68108,75376,23853,104577,71243,33334,0.31875077693948,0,0.316453513054553,3
"45059","Laurens County, South Carolina",42.3,54334,48046,10242,67965,46596,21369,0.314411829618186,0,0.213170711401573,4
"45063","Lexington County, South Carolina",39.6,72801,212078,77464,304797,223877,80920,0.265488177377074,0,0.365261837625779,3
"45073","Oconee County, South Carolina",48.3,55195,59699,17145,80180,66949,13231,0.165016213519581,0,0.287190740213404,4
"45075","Orangeburg County, South Carolina",40.2,40016,56500,10221,83094,27589,55505,0.667978434062628,1,0.180902654867257,3
"45077","Pickens County, South Carolina",36.4,53022,84419,22393,133462,112473,20989,0.157265738562287,0,0.265260190241533,1
"45079","Richland County, South Carolina",34.4,60442,267592,112295,421566,170758,250808,0.594943614997414,1,0.419650064276959,1
"45083","Spartanburg County, South Carolina",37.9,57755,233791,60138,345831,231630,114201,0.330221987039913,0,0.25722974793726,2
"45085","Sumter County, South Carolina",36.7,57775,69619,17863,104012,45917,58095,0.558541322155136,1,0.256582254844224,1
"45091","York County, South Carolina",39.6,83613,201854,83028,294248,199616,94632,0.321606264103749,0,0.411326998721848,3
"46083","Lincoln County, South Dakota",36.3,90600,46368,19991,70987,63413,7574,0.106695592150675,0,0.431137853692202,1
"46099","Minnehaha County, South Dakota",36.7,74253,135601,48512,203971,163697,40274,0.197449637448461,0,0.357755473779692,1
"46103","Pennington County, South Dakota",41.1,65801,79968,27795,114461,91525,22936,0.200382663090485,0,0.347576530612245,3
"47001","Anderson County, Tennessee",42.1,67746,55845,14417,78913,69106,9807,0.124276101529533,0,0.258160981287492,4
"47009","Blount County, Tennessee",44.3,69756,102245,29942,139958,125214,14744,0.10534588948113,0,0.292845615922539,4
"47011","Bradley County, Tennessee",40,63659,76194,20336,110616,94309,16307,0.147419903088161,0,0.266897655983411,3
"47037","Davidson County, Tennessee",35,72473,498062,244533,708144,401293,306851,0.433317234912673,0,0.490968995827829,1
"47059","Greene County, Tennessee",44.9,48918,51768,10730,71405,65710,5695,0.0797563195854632,0,0.207270900942667,4
"47063","Hamblen County, Tennessee",40.4,59418,44528,8926,65168,51664,13504,0.207218266633931,0,0.200458138699245,3
"47065","Hamilton County, Tennessee",39.6,76219,264720,101639,374682,267350,107332,0.286461586091672,0,0.383949078271381,3
"47093","Knox County, Tennessee",37.3,69999,331988,132048,494574,400653,93921,0.189902825461913,0,0.397749316240346,2
"47113","Madison County, Tennessee",38.8,55666,66946,15019,99245,54288,44957,0.452990075066754,0,0.224344994473157,2
"47119","Maury County, Tennessee",39.7,68157,76275,21589,108159,86174,21985,0.203265562736342,0,0.283041625696493,3
"47125","Montgomery County, Tennessee",31.8,67264,147640,45850,235201,149541,85660,0.364199131806412,0,0.31055269574641,1
"47141","Putnam County, Tennessee",36.6,54373,53733,16613,82382,72091,10291,0.124918064625768,0,0.309176855935831,1
"47147","Robertson County, Tennessee",38.5,79171,52230,11712,75470,61986,13484,0.17866702000795,0,0.224238943136129,2
"47149","Rutherford County, Tennessee",34.2,76857,230296,77879,360619,243361,117258,0.325157576278565,0,0.338169138847396,1
"47155","Sevier County, Tennessee",44.4,59315,71433,16629,98789,87420,11369,0.115083663160878,0,0.232791566922851,4
"47157","Shelby County, Tennessee",36.1,61516,606353,215710,916371,320019,596352,0.650775722933179,1,0.355749868475954,1
"47163","Sullivan County, Tennessee",44.7,53585,117834,29124,160820,147824,12996,0.0808108444223355,0,0.247161260756658,4
"47165","Sumner County, Tennessee",40.4,88764,141431,49424,203858,164864,38994,0.191280204848473,0,0.34945662549229,3
"47179","Washington County, Tennessee",40.7,64899,94506,35155,136172,119788,16384,0.120318420820727,0,0.371986963790659,3
"47187","Williamson County, Tennessee",40.5,129275,172767,108184,260815,214334,46481,0.1782144431877,0,0.626184398640944,3
"47189","Wilson County, Tennessee",39.9,87003,109758,39370,158555,129562,28993,0.182857683453691,0,0.35869822700851,3
"48005","Angelina County, Texas",39.6,58180,58625,11606,87101,56084,31017,0.356103833480672,0,0.197970149253731,3
"48021","Bastrop County, Texas",36.4,72663,70088,19130,106188,63903,42285,0.398208837156741,0,0.272942586462733,1
"48027","Bell County, Texas",32.4,62137,238761,64499,388386,185772,202614,0.521682037972532,1,0.27014043332035,1
"48029","Bexar County, Texas",34.6,65854,1337500,428849,2059530,858997,1200533,0.582916005107961,1,0.32063476635514,1
"48037","Bowie County, Texas",39.6,49771,62512,14449,92035,58791,33244,0.361210409083501,0,0.231139621192731,3
"48039","Brazoria County, Texas",36.6,86083,254850,82999,388181,184031,204150,0.525914457430941,1,0.325677849715519,1
"48041","Brazos County, Texas",26.5,60393,127764,58535,242014,151651,90363,0.37337922599519,0,0.458149400457093,1
"48061","Cameron County, Texas",32.6,50649,255288,55225,425208,137029,288179,0.677736543056575,1,0.216324308232271,1
"48085","Collin County, Texas",37.3,113305,770907,435393,1158696,637172,521524,0.450095624736773,0,0.564780187493433,2
"48091","Comal County, Texas",41.3,91171,128918,56720,184642,128445,56197,0.304356538599019,0,0.439969593074668,3
"48099","Coryell County, Texas",32.8,65846,55149,9736,85057,49967,35090,0.41254688032731,0,0.17653991912818,1
"48113","Dallas County, Texas",34,70852,1692266,603580,2600840,868714,1732126,0.665987142615463,1,0.356669696135241,1
"48121","Denton County, Texas",37,102428,660143,327992,977281,556263,421018,0.430805469460677,0,0.496849924940505,1
"48135","Ector County, Texas",31.4,68071,98119,15005,160869,66251,94618,0.588168012482206,1,0.152926548374932,1
"48139","Ellis County, Texas",36.2,89856,135668,42954,212182,127150,85032,0.40075029927138,0,0.316611138956865,1
"48141","El Paso County, Texas",33.1,53424,546029,140721,868763,234363,634400,0.730233677078789,1,0.257717080960901,1
"48157","Fort Bend County, Texas",37.4,105205,576638,289858,889146,293935,595211,0.669418745627827,1,0.502668918801744,2
"48167","Galveston County, Texas",38.8,75565,242749,84563,357117,211899,145218,0.406639840724468,0,0.348355708983353,2
"48181","Grayson County, Texas",39.2,66106,97311,26574,143131,113692,29439,0.205678713905443,0,0.273083207448284,2
"48183","Gregg County, Texas",35.8,61496,80607,19030,125443,72146,53297,0.424870259799271,0,0.23608371481385,1
"48187","Guadalupe County, Texas",37.5,87030,121980,37735,182760,97823,84937,0.464746115123659,0,0.30935399245778,2
"48201","Harris County, Texas",34.5,68706,3085911,1053032,4780913,1594084,3186829,0.666573309323972,1,0.341238616408574,1
"48203","Harrison County, Texas",39.6,69212,48078,10346,69955,43105,26850,0.383818168822815,0,0.215191979699655,3
"48209","Hays County, Texas",33.8,88617,166832,78075,269225,157974,111251,0.413226854861176,0,0.467985758127937,1
"48213","Henderson County, Texas",44.5,65283,60198,12366,84511,66744,17767,0.210232987421756,0,0.205422107046746,4
"48215","Hidalgo County, Texas",30.3,49142,511077,108975,888367,210228,678139,0.763354559545773,1,0.213226187052049,1
"48221","Hood County, Texas",46,69462,48648,16053,66373,55640,10733,0.161707320747894,0,0.329982733103108,4
"48231","Hunt County, Texas",37.2,69253,71203,15257,108282,79599,28683,0.264891671745997,0,0.214274679437664,2
"48245","Jefferson County, Texas",36.9,54797,167986,36349,250830,100165,150665,0.600665789578599,1,0.216381126998678,1
"48251","Johnson County, Texas",37.4,76320,128980,30989,195506,137266,58240,0.297893670782482,0,0.240262056132734,2
"48257","Kaufman County, Texas",33.2,94868,108618,30501,172366,90829,81537,0.473045728275878,0,0.280809810528642,1
"48291","Liberty County, Texas",35,61525,63366,5696,101992,59283,42709,0.418748529296415,0,0.0898904775431619,1
"48303","Lubbock County, Texas",31.5,59161,189487,66423,317561,192955,124606,0.392384455270011,0,0.350541198076913,1
"48309","McLennan County, Texas",34,64320,163373,44686,266836,156596,110240,0.413137657587432,0,0.273521328493692,1
